type	confidence	from	to	why
attachment	none	/greening-schools-program-with-amazon-india/img-20200129-wa0019/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20200129-wa0016/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20200129-wa0008/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20200129-wa0007/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20200129-wa0004/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191129-wa0031/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191126-wa0017/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191126-wa0016/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191126-wa0014/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191118-wa0020/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191118-wa0011/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191113-wa0023/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191009-wa0042/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191009-wa0023/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191009-wa0020/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191009-wa0006/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20191009-wa0003-2/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20190909-wa0034/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20190909-wa0022/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/greening-schools-program-with-amazon-india/img-20190909-wa0014/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0060/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0059/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0056/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0052/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0050/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0049/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0048/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0047/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0046/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0045/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0044/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0043/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/urban-gardening-with-gpi-employees/img-20200220-wa0039/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/82849793_10157126994917896_5963762231677026304_o/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/make-your-own-wind-chime-with-bamboo-mystics/img-20200127-wa0041/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/make-your-own-wind-chime-with-bamboo-mystics/img-20200127-wa0040/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/620546_10151022988327896_1366566099_o/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/562752_10151009731477896_392258271_n/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/553305_282590668515388_59444681_n/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/545427_10150950230687896_1648225225_n/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/378921_145143015593488_1497727071_n/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/335559_141342975973492_1039565135_o/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/332558_140881636019626_1008299914_o/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/328495_140900709351052_772584207_o/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/326304_141878382586618_1651522760_o/	(none — 404)	a WordPress attachment page, never reader-facing content
attachment	none	/326304_141878379253285_578106993_o/	(none — 404)	a WordPress attachment page, never reader-facing content
soliloquy	none	/	(none — 404)	a slider object, never a page
soliloquy	none	/	(none — 404)	a slider object, never a page
soliloquy	none	/	(none — 404)	a slider object, never a page
project	folded	/project/women-and-non-traditional-livelihood-2/	/work/projects	duplicate of the unsuffixed slug
project	parent	/project/water-harvesting-training/	/farm	farm training, water
project	parent	/project/future-lifestyles-project/	/work/projects	no page yet
project	parent	/project/solar-energy-training/	/farm	farm training, energy
project	parent	/project/u-s-dept-of-state-swechha-green-the-map-podcast-and-masterclass-series-on-environment-and-resilience/	/stories	the podcast and masterclass series are indexed videos
project	folded	/project/women-farmers-collective-2/	/farm	duplicate of women-farmers-collective
project	parent	/project/micro-grants/	/work/projects	no page yet
project	exact	/project/eco-action/	/work/projects/eco-action	same programme, detail page exists
project	parent	/project/cycles-for-sustainability/	/work/events	survives as the Cyclothon event
project	exact	/project/pagdandi/	/work/projects/me-to-we	Pagdandi is Me to We before the rename (audit 1.5)
project	none	/project/2022-project-sample/	(none — 404)	a WordPress sample placeholder, never real content
project	parent	/project/green-exposures-eco-walks/	/work/journeys	eco-walks are journeys in the new taxonomy
project	parent	/project/soil-regeneration-training/	/farm	farm training suite (audit 1.5)
project	parent	/project/composting-and-micro-enterprises/	/farm	farm training suite (audit 1.5)
project	parent	/project/u-s-embassy-micro-grants-competition/	/work/projects	same programme; only in the video index
project	parent	/project/circular-economy-marine-litter-and-epr/	/work/projects	GIZ+MoEFCC work, confirmed absent
project	folded	/project/futures-lifestyles-project/	/work/projects	typo twin of future-lifestyles-project
project	exact	/project/me-to-we-pagdandi/	/work/projects/me-to-we	Me to We, with Pagdandi as its origin
project	folded	/project/cycles-for-sustainability-2/	/work/events	duplicate of cycles-for-sustainability
project	parent	/project/green-creeps/	/work/projects	confirmed absent (audit 1.5)
project	exact	/project/influence-cyon/	/work/projects/influence	Influence/CYON is the new Influence item
project	parent	/project/road-to-leadership/	/work/projects	confirmed absent (audit 1.5)
project	parent	/project/women-farmers-collective/	/farm	farm training suite (audit 1.5)
project	parent	/project/films-and-documentaries/	/stories	the films section indexes all 148 videos
project	parent	/project/teacher-training/	/work/projects	700+ educators; no page yet
project	exact	/project/monsoon-wooding/	/work/campaigns/monsoon-wooding	same campaign, detail page exists
project	exact	/project/gram-anubhav/	/work/journeys/gram-anubhav	same journey, detail page exists
project	exact	/project/green-action-in-schools/	/work/projects/eco-action	the schools strand of Eco Action (audit 1.5)
project	exact	/project/city-scapes/	/work/journeys/cityscapes	same journey, de-hyphenated slug
project	parent	/project/bee-keepers-collective-training/	/farm	farm training suite (audit 1.5)
project	parent	/project/sustainable-agriculture-training-camps/	/farm	farm training suite (audit 1.5)
project	parent	/project/learning-communities/	/work/projects	named on /impact, no page of its own
project	parent	/project/women-and-non-traditional-livelihood/	/work/projects	Udaan/MOM/Lunchbox 17; entirely missing
project	parent	/project/green-the-map/	/stories	survives as the podcast series
project	exact	/project/yamuna-yatra/	/work/journeys/yamuna-yatra	same journey, detail page exists
project	folded	/project/green-the-map-2/	/stories	duplicate of green-the-map
project	exact	/project/farm-school/	/work/projects/farm-school	same programme, detail page exists
project	parent	/project/remakery/	/work/projects	no page yet despite /home and /about referencing it
project	parent	/project/green-finance/	/publications	the IGES 93-enterprise study is published there
project	exact	/project/nature-scapes/	/work/journeys/naturescapes	same journey, de-hyphenated slug
project	folded	/project/remakery-india/	/work/projects	duplicate of remakery
project	parent	/project/brake-even-2/	/work/campaigns	one ticker mention; a campaign by form
project	folded	/project/farm-school-community-development/	/work/projects/farm-school	variant slug of the farm-school page
project	exact	/project/bridge-the-gap/	/work/projects/bridge-the-gap	same programme, detail page exists
project	parent	/project/air-pollution-campaigns/	/work/campaigns	the air campaigns live under campaigns
profile	exact	/profile/chhavi-agarwal/	/about	staff bio; /about carries the team section
profile	exact	/profile/ashim-bery/	/about	staff bio; /about carries the team section
profile	exact	/profile/srija-bandyopadhyaya/	/about	staff bio; /about carries the team section
profile	exact	/profile/nikhil/	/about	staff bio; /about carries the team section
profile	exact	/profile/anushka-sree/	/about	staff bio; /about carries the team section
profile	exact	/profile/neeraj/	/about	staff bio; /about carries the team section
profile	exact	/profile/naveen/	/about	staff bio; /about carries the team section
profile	exact	/profile/vimlendu/	/about	staff bio; /about carries the team section
profile	exact	/profile/ashim-bery-2/	/about	governing body bio; /about carries the board section
profile	exact	/profile/rajeev-singh/	/about	governing body bio; /about carries the board section
profile	exact	/profile/farhad-vania/	/about	governing body bio; /about carries the board section
profile	exact	/profile/aruna-pandey/	/about	governing body bio; /about carries the board section
profile	exact	/profile/lopamudra-sanyal/	/about	governing body bio; /about carries the board section
profile	none	/profile/kamlika-chandla/	(none — 404)	has left the organisation (owner, 2026-08-23); not on /about, so nothing to point at
profile	exact	/profile/vimlendu-jha-2/	/about	governing body bio; /about carries the board section
profile	exact	/profile/kuriakose-varghese/	/about	governing body bio; /about carries the board section
post_tag	none	/tag/education/	(none — 404)	a tag archive; the new site has no tag taxonomy
post_tag	none	/tag/experiential-learning/	(none — 404)	a tag archive; the new site has no tag taxonomy
post_tag	none	/tag/exploration/	(none — 404)	a tag archive; the new site has no tag taxonomy
post_tag	none	/tag/reflection/	(none — 404)	a tag archive; the new site has no tag taxonomy
post_tag	none	/tag/action/	(none — 404)	a tag archive; the new site has no tag taxonomy
post_tag	none	/tag/rural-india/	(none — 404)	a tag archive; the new site has no tag taxonomy
pj-categs	none	/pj-categs/featured/	(none — 404)	a project-category archive; WORK classifies by form instead
pj-categs	none	/pj-categs/sustainable-lifestyles-and-education/	(none — 404)	a project-category archive; WORK classifies by form instead
pj-categs	none	/pj-categs/sustainable-agriculture-and-integrated-development/	(none — 404)	a project-category archive; WORK classifies by form instead
pj-categs	none	/pj-categs/sustainable-cities-and-ecology/	(none — 404)	a project-category archive; WORK classifies by form instead
pj-categs	none	/pj-categs/resilient-and-equitable-communities/	(none — 404)	a project-category archive; WORK classifies by form instead
pj-categs	none	/pj-categs/green-economy-and-enterprise/	(none — 404)	a project-category archive; WORK classifies by form instead
pj-categs	none	/pj-categs/special-projects/	(none — 404)	a project-category archive; WORK classifies by form instead
pl-categs	none	/pl-categs/team-profiles/	(none — 404)	a playlist-category archive; superseded by the video index
pl-categs	none	/pl-categs/governingbody/	(none — 404)	a playlist-category archive; superseded by the video index
