"Sheet","Row ID","ID","Wave","Assigned To","Website Page/URL","Section","Content Gap","Priority","Content Needed","Specific Details Required","Existing on Site?","Existing Internally?","Source/Person to Contact","File/URL Available","Asset Type","Public Permission/Clearance","Recommended Website Use","Status","Notes","Project Name","Kind","Year Started","Year Ended/Ongoing","Location","Theme","Short Description","Key Numbers","Partners","Funder","Available Photos","Available Report","Available Video","Available Media Coverage","Website Status","Missing Information","Source","Organisation","Type of Partner","Project/Campaign","Year(s)","Nature of Association","Logo Available","Permission to Display","Existing Website Mention","Missing Content","Should this be publicly featured?","Institution Name","City","State","Programme/Project","Year","Number of Students/Participants","Key Activity","Photos Available","Permission Available","Website Use Recommendation","Metric","Current Number on Website","Correct/Verified Number?","Year/Period","Source of Data","Supporting Document","Needs Updating?","Website Page(s) Using It","Asset Needed","Related Project/Page","Description","Approximate Year","Preferred Orientation","Minimum Quality Needed","Source/Photographer","File Available?","Rights/Credit Confirmed?","Alt text (REQUIRED - build refuses a frame without it)","Credit line (REQUIRED - e.g. 'Swechha archive')","Genuine photograph? (confirm - 25 synthetic frames were withdrawn on 22 Aug)","Link to file (Drive/Dropbox) or filename once supplied","Title","Type","Date","Author/Speaker","Publication/Platform","Topic","URL/File","Relevant Swechha Page","Permission/Copyright Status","Recommended Use","File","Alt text (already written)","Credit","Tags","Pixels","Rendering note","Used on which built pages","Usable?"
"02 · Projects","02-013","","","","","","","","","","","","","","","","","","","Sustainable Shopping","Campaign","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","About how a city buys things.","TO COLLECT","TO COLLECT","TO COLLECT","NONE","TO COLLECT","TO COLLECT","NONE ON SITE","INDEX CARD ONLY — no page","No date, no demand and no audience on record. A campaign about buying has to have asked somebody to buy differently, and we cannot say who. || Green the Map sells sustainable goods and is named on our homepage as NOT a Swechha programme. Whether this campaign is connected to it is unstated, and it is the first thing a reader will assume.","data/work/campaigns/sustainable-shopping.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-014","","","","","","","","","","","","","","","","","","","This Girl Can","Campaign","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","A campaign about what girls are allowed to do.","TO COLLECT","TO COLLECT","TO COLLECT","NONE","TO COLLECT","TO COLLECT","NONE ON SITE","INDEX CARD ONLY — no page","This is a name and a subject. No start date, no demand, no action we can name. || She Leads Change and ME to WE both work with girls in Jagdamba and both have figures. This campaign has neither, and we cannot tell you whether it is the public face of that work or something separate.","data/work/campaigns/this-girl-can.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-015","","","","","","","","","","","","","","","","","","","We for Yamuna","Campaign","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","The campaign this organisation started as, in 2000. Still its spine.","TO COLLECT","TO COLLECT","TO COLLECT","NONE","TO COLLECT","TO COLLECT","NONE ON SITE","INDEX CARD ONLY — no page","This campaign has no dated action and no stated demand on this page. Its whole story here is the founding story, which the About page already tells better. || The river's own numbers are on the situation page. Not one of them is attributed to this campaign, and we have not claimed one.","data/work/campaigns/we-for-yamuna.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-016","","","","","","","","","","","","","","","","","","","CityScapes","Journey","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","Two to four hours inside the city, at the six places it would rather you did not look at.","1,000+ Walks run (in two decades) | 100,000+ People on them (in two decades)","TO COLLECT","TO COLLECT","6 in gallery","TO COLLECT","TO COLLECT","NONE ON SITE","Detail page","Thirteen frames catalogued here as photographs of these walks have been withdrawn: they are not photographs and were never ours. What is left is a real archive in which which of the six walks each frame was taken on is still recorded nowhere, and two of the six have no frame at all. || A thousand walks and a hundred thousand people, and we cannot tell you which of the six walks people ask for.","data/work/journeys/cityscapes.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-017","","","","","","","","","","","","","","","","","","","Gram Anubhav","Journey","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","Four to five days in rural Uttarakhand, Rajasthan, Gujarat or Himachal.","60+ Journeys organised (cumulative, no start year sourced) | 100+ Grassroots partners in the villages themselves (cumulative, no start year sourced)","TO COLLECT","TO COLLECT","NONE","TO COLLECT","TO COLLECT","NONE ON SITE","Detail page","Twelve frames were filed under this journey and not one of them is a photograph of it — they carry page borders, hands that merge into the tools they are holding, and captions naming states this journey does not go to. || More than a hundred grassroots organisations host these journeys and not one of them is named on this page. || No start year is published for the programme, so sixty journeys is a total and not a rate.","data/work/journeys/gram-anubhav.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-018","","","","","","","","","","","","","","","","","","","NatureScapes","Journey","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","Two to five days in forest, mountain, desert or mangrove.","60+ Journeys organised (cumulative, no start year sourced)","TO COLLECT","TO COLLECT","4 in gallery","TO COLLECT","TO COLLECT","NONE ON SITE","Detail page","Every frame on this page is ours and not one of them is of the six destinations. The only pictures we hold of those were bought from a stock library, and this page will not use them. || Sariska is on the destination list and on nothing else we hold — no photograph, no account, no journal. || No start year is published, so sixty journeys is a total and not a rate.","data/work/journeys/naturescapes.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-019","","","","","","","","","","","","","","","","","","","Yamuna Yatra","Journey","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","Twelve days and a thousand kilometres, downstream, from the source to Agra.","30+ Yatras run (since 2004) | 10,000+ Young people through the Yatra (since 2004)","The American Embassy, British Council, The European Union","TO COLLECT","5 in gallery","TO COLLECT","TO COLLECT","NONE ON SITE","Detail page","The stops between Yamunotri and Agra are not published here. We know both ends and the distance; the ten-stop route on our own older draft appears in no document we can check. || Twelve days of river and not one measurement of it taken by the people who walked it.","data/work/journeys/yamuna-yatra.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-020","","","","","","","","","","","","","","","","","","","Cyclothon","Event","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","NONE","TO COLLECT","TO COLLECT","NONE ON SITE","INDEX CARD ONLY — no page","Cyclothon has been run and we cannot tell you when, where, or how many times.","data/work/events/cyclothon.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-021","","","","","","","","","","","","","","","","","","","Greenathon","Event","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","NONE","TO COLLECT","TO COLLECT","NONE ON SITE","INDEX CARD ONLY — no page","Greenathon has no record on this site beyond its name.","data/work/events/greenathon.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-022","","","","","","","","","","","","","","","","","","","Yamuna Shramdaan","Event","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","NONE","TO COLLECT","TO COLLECT","NONE ON SITE","INDEX CARD ONLY — no page","We cannot tell you when a Yamuna Shramdaan last ran, how many have run, or which stretch of bank. Only that they have.","data/work/events/yamuna-shramdaan.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 · Projects","02-023","","","","","","","","","","","","","","","","","","","Yamunotsav","Event","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","TO COLLECT","9 Editions, one every June (2006–2014)","TO COLLECT","TO COLLECT","NONE","TO COLLECT","TO COLLECT","NONE ON SITE","INDEX CARD ONLY — no page","It ran nine times and then it stopped in 2014. This page does not say why, because nobody has told us. || Nine editions and not one photograph on this page. The frames sit in a Drive folder that will not open for us.","data/work/events/yamunotsav.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
